Name,India Risk Level,MstarId,,
Religare Invesco Overnight Dir Dl Div,Low Risk,F00000PDA9,,
Religare Invesco Overnight Dir Gr,Low Risk,F00000PDA6,,
Religare Invesco Overnight Dl Div,Low Risk,F000001V7Z,,
Religare Invesco Overnight Gr,Low Risk,F000001V80,,
Religare Invesco Pan European Eq Dir Div,High Risk,F00000SJK6,,
Religare Invesco Pan European Eq Dir Gr,High Risk,F00000SJK5,,
Religare Invesco Pan European Eq Reg Div,High Risk,F00000SJK7,,
Religare Invesco Pan European Eq Reg Gr,High Risk,F00000SJK8,,
Religare Invesco PSU Equity Dir Div,High Risk,F00000PDAB,,
Religare Invesco PSU Equity Dir Gr,High Risk,F00000PDA8,,
Religare Invesco PSU Equity Div,High Risk,F00000457M,,
Religare Invesco PSU Equity Gr,High Risk,F00000457C,,
Religare Invesco S/T B Dl Div,Moderate Risk,F000000IGG,,
Religare Invesco S/T B Gr,Moderate Risk,F000000IGM,,
Religare Invesco S/T B Mn Div,Moderate Risk,F000000IGS,,
Religare Invesco S/T B Wk Div,Moderate Risk,F000000IGQ,,
Religare Invesco S/T Bns,Moderate Risk,F00000Q247,,
Religare Invesco S/T Dir Discr Div,Moderate Risk,F00000PDAC,,
Religare Invesco S/T Dir Dl Div,Moderate Risk,F00000PDAH,,
Religare Invesco S/T Dir Gr,Moderate Risk,F00000PDAD,,
Religare Invesco S/T Dir Mn Div,Moderate Risk,F00000PDAA,,
Religare Invesco S/T Dir Wk Div,Moderate Risk,F00000PDAF,,
Religare Invesco S/T Discr Div,Moderate Risk,F00000OXY6,,
Religare Invesco S/T Dl Div,Moderate Risk,F00000OVG8,,
Religare Invesco S/T Gr,Moderate Risk,F000000IGR,,
Religare Invesco S/T Mn Div,Moderate Risk,F000000IGT,,
Religare Invesco S/T Wk Div,Moderate Risk,F000000IGU,,
Religare Invesco Tax Plan Dir Div,Moderate High Risk,F00000PDAE,,
Religare Invesco Tax Plan Dir Gr,Moderate High Risk,F00000PDAK,,
Religare Invesco Tax Plan Div,Moderate High Risk,F000000G2K,,
Religare Invesco Tax Plan Gr,Moderate High Risk,F000000G3Z,,
Religare Invesco US/T Ann Bns,Moderate Low Risk,F00000UET5,,
Religare Invesco US/T Bns,Moderate Low Risk,F00000OW3B,,
Religare Invesco US/T Dir Bns,Moderate Low Risk,F00000PDAG,,
Religare Invesco US/T Dir Discr Div,Moderate Low Risk,F00000PDAQ,,
Religare Invesco US/T Dir Dl Div,Moderate Low Risk,F00000PDAL,,
Religare Invesco US/T Dir Gr,Moderate Low Risk,F00000PDAI,,
Religare Invesco US/T Dir Mn Div,Moderate Low Risk,F00000PDAN,,
Religare Invesco US/T Dir Wk Div,Moderate Low Risk,F00000PDAJ,,
Religare Invesco US/T Discr Div,Moderate Low Risk,F00000VAO6,,
Religare Invesco US/T Dl Div,Moderate Low Risk,F000000I5W,,
Religare Invesco US/T Gr,Moderate Low Risk,F000000I7S,,
Religare Invesco US/T Mn Div,Moderate Low Risk,F000000I7T,,
Religare Invesco US/T Reg Bns,Moderate Low Risk,F000000I7X,,
Religare Invesco US/T Reg Dl Div,Moderate Low Risk,F000000I7Y,,
Religare Invesco US/T Reg Gr,Moderate Low Risk,F000000I80,,
Religare Invesco US/T Reg Mn Div,Moderate Low Risk,F000000I81,,
Religare Invesco US/T Reg Wk Div,Moderate Low Risk,F000000I82,,
Religare Invesco US/T Wk Div,Moderate Low Risk,F000000I7V,,
Sahara Banking and Fincl Svc Dir Div,High Risk,F00000PDAM,,
Sahara Banking and Fincl Svc Dir Gr,High Risk,F00000PDAR,,
Sahara Banking and Fincl Svc Div,High Risk,F000002EMD,,
Sahara Banking and Fincl Svc Gr,High Risk,F000002EOB,,
Sahara Growth Dir Div,Moderate High Risk,F00000PDAS,,
Sahara Growth Dir Gr,Moderate High Risk,F00000PDAY,,
Sahara Growth Div,Moderate High Risk,F0GBR06R5L,,
Sahara Growth Gr,Moderate High Risk,F0GBR06R5M,,
Sahara Infrastructure Fixed Pric Dir Div,High Risk,F00000PDAW,,
Sahara Infrastructure Fixed Pric Dir Gr,High Risk,F00000PE47,,
Sahara Infrastructure Fixed Pric Div,High Risk,F0GBR06R5P,,
Sahara Infrastructure Fixed Pric Gr,High Risk,F0GBR06R5Q,,
Sahara Infrastructure Var Pric Dir Div,High Risk,F00000PDAX,,
Sahara Infrastructure Var Pric Dir Gr,High Risk,F00000PDB3,,
Sahara Infrastructure Var Pric Div,High Risk,F0GBR06R5R,,
Sahara Infrastructure Var Pric Gr,High Risk,F0GBR06R5S,,
Sahara Liquid Fixed Pricing Dir Dl Div,Low Risk,F00000PDAZ,,
Sahara Liquid Fixed Pricing Dir Gr,Low Risk,F00000PDB5,,
Sahara Liquid Fixed Pricing Dir Mn Div,Low Risk,F00000PDB1,,
Sahara Liquid Fixed Pricing Dir Wk Div,Low Risk,F00000PDB7,,
Sahara Liquid Fixed Pricing Dl Div,Low Risk,F0GBR06R5V,,
Sahara Liquid Fixed Pricing Gr,Low Risk,F0GBR06R5U,,
Sahara Liquid Fixed Pricing Mn Div,Low Risk,F0GBR06R5T,,
Sahara Liquid Fixed Pricing Wk Div,Low Risk,F0GBR06R5X,,
Sahara Liquid Var Pricing Dir Dl Div,Low Risk,F00000PDB4,,
Sahara Liquid Var Pricing Dir Gr,Low Risk,F00000PDB9,,
Sahara Liquid Var Pricing Dir Mn Div,Low Risk,F00000PDB6,,
Sahara Liquid Var Pricing Dir Wk Div,Low Risk,F00000PDBB,,
Sahara Liquid Var Pricing Dl Div,Low Risk,F0GBR06R5W,,
Sahara Liquid Var Pricing Gr,Low Risk,F0GBR06R5Y,,
Sahara Liquid Var Pricing Mn Div,Low Risk,F0GBR06R5Z,,
Sahara Liquid Var Pricing Wk Div,Low Risk,F0GBR06R60,,
Sahara Midcap Bns,Moderate High Risk,F0GBR06R61,,
Sahara Midcap Dir Bns,Moderate High Risk,F00000PDB8,,
Sahara Midcap Dir Div,Moderate High Risk,F00000PDBD,,
Sahara Midcap Dir Gr,Moderate High Risk,F00000PDBA,,
Sahara Midcap Div,Moderate High Risk,F0GBR06R62,,
Sahara Midcap Gr,Moderate High Risk,F0GBR06R63,,
Sahara Midcap Gr Auto Payout,Moderate High Risk,F000002QYK,,
Sahara Midcap Gr Auto Payout Dir,Moderate High Risk,F00000PDBF,,
Sahara Power & Natural Resources Dir Div,High Risk,F00000PDBC,,
Sahara Power & Natural Resources Dir Gr,High Risk,F00000PDBH,,
Sahara Power & Natural Resources Div,High Risk,F0000020YT,,
Sahara Power & Natural Resources Gr,High Risk,F0000020ZB,,
Sahara R.E.A.L Dir Div,High Risk,F00000PDBE,,
Sahara R.E.A.L Dir Gr,High Risk,F00000PDBJ,,
Sahara R.E.A.L Div,High Risk,F000000OY9,,
Sahara R.E.A.L Gr,High Risk,F000000OYH,,
Sahara Star Value Dir Div,Moderate High Risk,F00000PDBI,,
Sahara Star Value Dir Gr,Moderate High Risk,F00000PDBN,,
Sahara Star Value Div,Moderate High Risk,F0000040R9,,
Sahara Star Value Gr,Moderate High Risk,F000003YW6,,
Sahara Super 20 Dir Div,Moderate High Risk,F00000PDBK,,
Sahara Super 20 Dir Gr,Moderate High Risk,F00000PDBP,,
Sahara Super 20 Div,Moderate High Risk,F000003XLR,,
Sahara Super 20 Gr,Moderate High Risk,F000003XLM,,
Sahara Taxgain Dir Div,Moderate High Risk,F00000PDBM,,
Sahara Taxgain Dir Gr,Moderate High Risk,F00000PDBR,,
Sahara Taxgain Div,Moderate High Risk,F0GBR06R66,,
Sahara Taxgain Gr,Moderate High Risk,F0GBR06R67,,
Sahara Wealth Plus Fixed Pricing Dir Div,Moderate High Risk,F00000PDBO,,
Sahara Wealth Plus Fixed Pricing Dir Gr,Moderate High Risk,F00000PDBU,,
Sahara Wealth Plus Fixed Pricing Div,Moderate High Risk,F0GBR06R68,,
Sahara Wealth Plus Fixed Pricing Gr,Moderate High Risk,F0GBR06R69,,
Sahara Wealth Plus Var Pricing Dir Div,Moderate High Risk,F00000PDBQ,,
Sahara Wealth Plus Var Pricing Dir Gr,Moderate High Risk,F00000PDBW,,
Sahara Wealth Plus Var Pricing Div,Moderate High Risk,F0GBR06R6A,,
Sahara Wealth Plus Var Pricing Gr,Moderate High Risk,F0GBR06R6B,,
SBI Arbitrage Opportunities Dir Div,Moderate Low Risk,F00000PDBS,,
SBI Arbitrage Opportunities Dir Gr,Moderate Low Risk,F00000PDBY,,
SBI Arbitrage Opportunities Reg Div,Moderate Low Risk,F000000C7G,,
SBI Arbitrage Opportunities Reg Gr,Moderate Low Risk,F000000CDJ,,
SBI Banking & Financial Services Dir Div,High Risk,F00000VF9H,,
SBI Banking & Financial Services Dir Gr,High Risk,F00000VF9G,,
SBI Banking & Financial Services Reg Div,High Risk,F00000VF9F,,
SBI Banking & Financial Services Reg Gr,High Risk,F00000VF9E,,
SBI Bluechip Dir Div,Moderate High Risk,F00000PDC4,,
SBI Bluechip Dir Gr,Moderate High Risk,F00000PDC9,,
SBI Bluechip Reg Div,Moderate High Risk,F0GBR06R6E,,
SBI Bluechip Reg Gr,Moderate High Risk,F0GBR06R6F,,
SBI Contra Dir Div,Moderate High Risk,F00000PDCD,,
SBI Contra Dir Gr,Moderate High Risk,F00000PDCA,,
SBI Contra Div,Moderate High Risk,F0GBR06R8E,,
SBI Contra Gr,Moderate High Risk,F0GBR06R8F,,
SBI Corporate Bond Fund Dir Div,Moderate Risk,F00000PDCV,,
SBI Corporate Bond Fund Dir Dl Div,Moderate Risk,F00000PDCT,,
SBI Corporate Bond Fund Dir Gr,Moderate Risk,F00000PDCX,,
SBI Corporate Bond Fund Reg Div,Moderate Risk,F0GBR06R76,,
SBI Corporate Bond Fund Reg Gr,Moderate Risk,F0GBR06R77,,
SBI Dynamic Asset Allocation Dir Div,Moderate High Risk,F00000VMR3,,
SBI Dynamic Asset Allocation Dir Gr,Moderate High Risk,F00000VMR2,,
SBI Dynamic Asset Allocation Reg Div,Moderate High Risk,F00000VMR1,,
SBI Dynamic Asset Allocation Reg Gr,Moderate High Risk,F00000VMR0,,
SBI Dynamic Bond Dir Div,Moderate Risk,F00000PDBT,,
SBI Dynamic Bond Dir Gr,Moderate Risk,F00000PDC0,,
SBI Dynamic Bond Reg Div,Moderate Risk,F0GBR06R8A,,
SBI Dynamic Bond Reg Gr,Moderate Risk,F0GBR06R8B,,
SBI Emerging Businesses Dir Div,Moderate High Risk,F00000PDCF,,
SBI Emerging Businesses Dir Gr,Moderate High Risk,F00000PDCC,,
SBI Emerging Businesses Reg Div,Moderate High Risk,F0GBR06R8H,,
SBI Emerging Businesses Reg Gr,Moderate High Risk,F0GBR06R8G,,
SBI Equity Saving Dir Gr,Moderate High Risk,F00000VWNH,,
SBI Equity Saving Mn Dir Div,Moderate High Risk,F00000VWNJ,,
SBI Equity Saving Qtrly Dir Div,Moderate High Risk,F00000VWNI,,
SBI Equity Saving Reg Gr,Moderate High Risk,F00000VWNE,,
SBI Equity Saving Reg Mn Div,Moderate High Risk,F00000VWNF,,
SBI Equity Saving Reg Qtrly Div,Moderate High Risk,F00000VWNG,,
SBI FMCG Dir Div,High Risk,F00000PDCJ,,
SBI FMCG Dir Gr,High Risk,F00000PDCG,,
SBI FMCG Reg Div,High Risk,F0GBR06R8I,,
SBI FMCG Reg Gr,High Risk,F00000Q4CM,,
SBI Gold Dir Div,Moderate High Risk,F00000PDBX,,
SBI Gold Dir Gr,Moderate High Risk,F00000PDC3,,
SBI Gold Reg Div,Moderate High Risk,F00000MV4L,,
SBI Gold Reg Gr,Moderate High Risk,F00000MV4K,,
SBI Infrastructure Sr 1 Dir Div,High Risk,F00000PDBZ,,
SBI Infrastructure Sr 1 Dir Gr,High Risk,F00000PDC5,,
SBI Infrastructure Sr 1 Reg Div,High Risk,F000000I3U,,
SBI Infrastructure Sr 1 Reg Gr,High Risk,F000000I4W,,
SBI IT Dir Div,High Risk,F00000PDD5,,
SBI IT Dir Gr,High Risk,F00000PDD8,,
SBI IT Reg Div,High Risk,F0GBR06R8J,,
SBI IT Reg Gr,High Risk,F00000Q4CS,,
SBI Magnum Balanced Dir Div,Moderate High Risk,F00000PDC2,,
SBI Magnum Balanced Dir Gr,Moderate High Risk,F00000PDC7,,
SBI Magnum Balanced Reg Div,Moderate High Risk,F0GBR06R6C,,
SBI Magnum Balanced Reg Gr,Moderate High Risk,F0GBR06R6D,,
SBI Magnum Child Benefit Dir Gr,Moderate High Risk,F00000PDC6,,
SBI Magnum Child Benefit Reg Gr,Moderate High Risk,F0GBR06R6G,,
SBI Magnum COMMA Dir Div,High Risk,F00000PDCB,,
SBI Magnum COMMA Dir Gr,High Risk,F00000PDC8,,
SBI Magnum COMMA Reg Div,High Risk,F0GBR06R6H,,
SBI Magnum COMMA Reg Gr,High Risk,F0GBR06R6J,,
SBI Magnum Equity Dir Div,Moderate High Risk,F00000PDCH,,
SBI Magnum Equity Dir Gr,Moderate High Risk,F00000PDCE,,
SBI Magnum Equity Reg Div,Moderate High Risk,F0GBR06R6R,,
SBI Magnum Equity Reg Gr,Moderate High Risk,F000000I4G,,
SBI Magnum Gilt L/T Dir Div,Moderate Risk,F00000PDCI,,
SBI Magnum Gilt L/T Dir Gr,Moderate Risk,F00000PDCL,,
SBI Magnum Gilt L/T PF 1yr Div,Moderate Risk,F0GBR06R6T,,
SBI Magnum Gilt L/T PF 1yr Gr,Moderate Risk,F0GBR06R6U,,
SBI Magnum Gilt L/T PF 2yr Div,Moderate Risk,F0GBR06R6V,,
SBI Magnum Gilt L/T PF 2yr Gr,Moderate Risk,F0GBR06R6W,,
SBI Magnum Gilt L/T PF 3yr Div,Moderate Risk,F0GBR06R6X,,
SBI Magnum Gilt L/T PF 3yr Gr,Moderate Risk,F0GBR06R6Y,,
SBI Magnum Gilt L/T PF Reg Div,Moderate Risk,F0GBR06R6Z,,
SBI Magnum Gilt L/T PF Reg Gr,Moderate Risk,F0GBR06R70,,
SBI Magnum Gilt L/T Reg Div,Moderate Risk,F0GBR06R71,,
SBI Magnum Gilt L/T Reg Gr,Moderate Risk,F0GBR06R6S,,
SBI Magnum Gilt S/T Dir Gr,Moderate Low Risk,F00000PDCM,,
SBI Magnum Gilt S/T Div,Moderate Low Risk,F00000PLPX,,
SBI Magnum Gilt S/T Reg Div,Moderate Low Risk,F0GBR06R73,,
SBI Magnum Gilt S/T Reg Gr,Moderate Low Risk,F0GBR06R72,,
SBI Magnum Global Dir Div,Moderate High Risk,F00000PDCK,,
SBI Magnum Global Dir Gr,Moderate High Risk,F00000PDCO,,
SBI Magnum Global Div,Moderate High Risk,F0GBR06R74,,
SBI Magnum Global Gr,Moderate High Risk,F0GBR06R75,,
SBI Magnum Income Dir Bns,Moderate Risk,F00000PDCP,,
SBI Magnum Income Dir Div,Moderate Risk,F00000PDCS,,
SBI Magnum Income Dir Gr,Moderate Risk,F00000PDCR,,
SBI Magnum Income Dir Qt Div,Moderate Risk,F00000UJFK,,
SBI Magnum Income Reg Bns,Moderate Risk,F0GBR06R7E,,
SBI Magnum Income Reg Gr,Moderate Risk,F0GBR06R7D,,
SBI Magnum Income Reg HY Div,Moderate Risk,F0GBR06R7F,,
SBI Magnum Income Reg Qt Div,Moderate Risk,F00000UJFJ,,
SBI Magnum Insta Cash Dir Cash,Low Risk,F00000PDD6,,
SBI Magnum Insta Cash Dir Dl Div,Low Risk,F00000PDCZ,,
SBI Magnum Insta Cash Dir Wk Div,Low Risk,F00000PDD2,,
SBI Magnum Insta Cash Liq Flr Dir Gr,Low Risk,F00000PDD1,,
SBI Magnum Insta Cash Liq Flt Dir Dl Div,Low Risk,F00000PDD4,,
SBI Magnum Insta Cash Liq Flt Dir Wk Div,Low Risk,F00000PDD3,,
SBI Magnum Insta Cash Liq Flt Reg Dl Div,Low Risk,F00000NN7B,,
SBI Magnum Insta Cash Liq Flt Reg Gr,Low Risk,F0GBR06R7P,,
SBI Magnum Insta Cash Liq Flt Reg Wk Div,Low Risk,F0GBR06R7O,,
SBI Magnum Insta Cash Reg Cash,Low Risk,F0GBR06R7M,,
SBI Magnum Insta Cash Reg Dl Div,Low Risk,F000000I6X,,
SBI Magnum Insta Cash Reg Wk Div,Low Risk,F0GBR06R7N,,
SBI Magnum Midcap Dir Div,Moderate High Risk,F00000PDDA,,
SBI Magnum Midcap Dir Gr,Moderate High Risk,F00000PDD7,,
SBI Magnum Midcap Reg Div,Moderate High Risk,F0GBR06R7U,,
SBI Magnum Midcap Reg Gr,Moderate High Risk,F0GBR06R7V,,
SBI Magnum MIP Dir Ann Div,Moderate Risk,F00000PDDF,,
SBI Magnum MIP Dir Gr,Moderate Risk,F00000PDD9,,
SBI Magnum MIP Dir Mn Div,Moderate Risk,F00000PDDD,,
SBI Magnum MIP Dir Qt Div,Moderate Risk,F00000PDDB,,
SBI Magnum MIP Floater Dir Gr,Moderate Risk,F00000PDDC,,
SBI Magnum MIP Floater Dir Mn Div,Moderate Risk,F00000PDDG,,
SBI Magnum MIP Floater Dir Qt Div,Moderate Risk,F00000PDDE,,
SBI Magnum MIP Floater Dir Yr Div,Moderate Risk,F00000PDDI,,
SBI Magnum MIP Floater Reg Ann Div,Moderate Risk,F0GBR06R7X,,
SBI Magnum MIP Floater Reg Gr,Moderate Risk,F0GBR06R7Y,,
SBI Magnum MIP Floater Reg Mn Div,Moderate Risk,F0GBR06R7Z,,
SBI Magnum MIP Floater Reg Qt Div,Moderate Risk,F0GBR06R80,,
SBI Magnum MIP Reg Ann Div,Moderate Risk,F0GBR06R7W,,
SBI Magnum MIP Reg Gr,Moderate Risk,F0GBR06R81,,
SBI Magnum MIP Reg Mn Div,Moderate Risk,F0GBR06R82,,
SBI Magnum MIP Reg Qt Div,Moderate Risk,F0GBR06R83,,
SBI Magnum Multi Cap Dir Div,Moderate High Risk,F00000PDDH,,
SBI Magnum Multi Cap Dir Gr,Moderate High Risk,F00000PDDK,,
SBI Magnum Multi Cap Reg Div,Moderate High Risk,F0GBR06R84,,
SBI Magnum Multi Cap Reg Gr,Moderate High Risk,F0GBR06R85,,
SBI Magnum Multiplier Fund Dir Div,Moderate High Risk,F00000PDDJ,,
SBI Magnum Multiplier Fund Dir Gr,Moderate High Risk,F00000PDDO,,
SBI Magnum Multiplier Fund Reg Div,Moderate High Risk,F0GBR06R86,,
SBI Magnum Multiplier Fund Reg Gr,Moderate High Risk,F0GBR06R87,,
SBI Magnum Tax Gain 93 Dir Div,Moderate High Risk,F00000PDDM,,
SBI Magnum Tax Gain 93 Dir Gr,Moderate High Risk,F00000PDDS,,
SBI Magnum Tax Gain 93 Reg Div,Moderate High Risk,F0GBR06R8M,,
SBI Magnum Tax Gain 93 Reg Gr,Moderate High Risk,F000000I4H,,
SBI Nifty Index Dir Div,Moderate High Risk,F00000PDCW,,
SBI Nifty Index Dir Gr,Moderate High Risk,F00000PDD0,,
SBI Nifty Index Reg Div,Moderate High Risk,F0GBR06R7K,,
SBI Nifty Index Reg Gr,Moderate High Risk,F0GBR06R7L,,
SBI Pharma Dir Div,High Risk,F00000PDDL,,
SBI Pharma Dir Gr,High Risk,F00000PDDQ,,
SBI Pharma Reg Div,High Risk,F0GBR06R8L,,
SBI Pharma Reg Gr,High Risk,F0GBR06R8K,,
SBI Premier Liquid Dir Dl Div,Low Risk,F00000PDDP,,
SBI Premier Liquid Dir Fr Div,Low Risk,F00000PDDU,,
SBI Premier Liquid Dir Gr,Low Risk,F00000PDDR,,
SBI Premier Liquid Dir Wk Div,Low Risk,F00000PDDW,,
SBI Premier Liquid Instl Dl Div,Low Risk,F0GBR06R7Q,,
SBI Premier Liquid Instl Fr Div,Low Risk,F0GBR06R7S,,
SBI Premier Liquid Instl Gr,Low Risk,F0GBR06R7R,,
SBI Premier Liquid Instl Wk Div,Low Risk,F0GBR06R7T,,
SBI Premier Liquid Reg Dl Div,Low Risk,F000000I6Z,,
SBI Premier Liquid Reg Fr Div,Low Risk,F00000Q9VW,,
SBI Premier Liquid Reg Gr,Low Risk,F000000IDR,,
SBI Premier Liquid Reg Wk Div,Low Risk,F00000NN7C,,
SBI PSU Dir Div,High Risk,F00000PDDT,,
SBI PSU Dir Gr,High Risk,F00000PDDY,,
SBI PSU Reg Div,High Risk,F00000HLA6,,
SBI PSU Reg Gr,High Risk,F00000HLA5,,
SBI Regular Savings Dir Div,Moderate Risk,F00000PDDV,,
SBI Regular Savings Dir Gr,Moderate Risk,F00000PDE0,,
SBI Regular Savings Reg Div,Moderate Risk,F0GBR06R7H,,
SBI Regular Savings Reg Gr,Moderate Risk,F0GBR06R7G,,
SBI S/T Debt Dir Fr Div,Moderate Low Risk,F00000PDDX,,
SBI S/T Debt Dir Gr,Moderate Low Risk,F00000PDE4,,
SBI S/T Debt Dir Mn Div,Moderate Low Risk,F00000PDE2,,
SBI S/T Debt Dir Wk Div,Moderate Low Risk,F00000PDDZ,,
SBI S/T Debt Reg Fr Div,Moderate Low Risk,F000000JWQ,,
SBI S/T Debt Reg Gr,Moderate Low Risk,F000000JWS,,
SBI S/T Debt Reg Mn Div,Moderate Low Risk,F000000JWP,,
SBI S/T Debt Reg Wk Div,Moderate Low Risk,F000000JWR,,
SBI S/T Debt Retl Fr Div,Moderate Low Risk,F000000JWU,,
SBI S/T Debt Retl Gr,Moderate Low Risk,F000000JVW,,
SBI S/T Debt Retl Mn Div,Moderate Low Risk,F000000JWT,,
SBI S/T Debt Retl Wk Div,Moderate Low Risk,F000000JWV,,
SBI Saving Dir Div,Moderate Low Risk,F00000PDCU,,
SBI Saving Dir Dl Div,Moderate Low Risk,F00000PDCN,,
SBI Saving Dir Gr,Moderate Low Risk,F00000PDCY,,
SBI Saving Dir Wk Div,Moderate Low Risk,F00000PDCQ,,
SBI Saving Dl Div,Moderate Low Risk,F00000NS2V,,
SBI Saving Reg Div,Moderate Low Risk,F0GBR06R7A,,
SBI Saving Reg Gr,Moderate Low Risk,F0GBR06R7B,,
SBI Saving Reg Wk Div,Moderate Low Risk,F0GBR06R7C,,
SBI Small & Midcap Dir Div,Moderate High Risk,F00000PDTS,,
SBI Small & Midcap Dir Gr,Moderate High Risk,F00000PDTT,,
SBI Small & Midcap Reg Div,Moderate High Risk,F000003ZCJ,,
SBI Small & Midcap Reg Gr,Moderate High Risk,F000003ZCH,,
SBI Treasury Advantage Dir Dl Div,Moderate Risk,F00000PDTW,,
SBI Treasury Advantage Dir Gr,Moderate Risk,F00000PDTX,,
SBI Treasury Advantage Dir Mn Div,Moderate Risk,F00000UDHC,,
SBI Treasury Advantage Dir Wk Div,Moderate Risk,F00000TXM8,,
SBI Treasury Advantage Reg Dl Div,Moderate Risk,F000005FQW,,
SBI Treasury Advantage Reg Gr,Moderate Risk,F000005FQ4,,
SBI Treasury Advantage Reg Mn Div,Moderate Risk,F000005FQY,,
SBI Treasury Advantage Reg Wk Div,Moderate Risk,F000005FQV,,
SBI US/T Debt Dir Dir Fr Div,Moderate Low Risk,F00000PDE1,,
SBI US/T Debt Dir Dir Gr,Moderate Low Risk,F00000PDE6,,
SBI US/T Debt Dir Dir Mn Div,Moderate Low Risk,F00000PDE3,,
SBI US/T Debt Dir Dir Wk Div,Moderate Low Risk,F00000PDE8,,
SBI US/T Debt Dir Dl Div,Moderate Low Risk,F00000PDE5,,
SBI US/T Debt Instl Dl Div,Moderate Low Risk,F000000JW1,,
SBI US/T Debt Instl Gr,Moderate Low Risk,F000000JW2,,
SBI US/T Debt Instl Wk Div,Moderate Low Risk,F000000JW0,,
SBI US/T Debt Reg Dl Div,Moderate Low Risk,F000000JW6,,
SBI US/T Debt Reg Fr Div,Moderate Low Risk,F000000JW4,,
SBI US/T Debt Reg Gr,Moderate Low Risk,F000000JVT,,
SBI US/T Debt Reg Mn Div,Moderate Low Risk,F000000JW3,,
SBI US/T Debt Reg Wk Div,Moderate Low Risk,F000000JW5,,
Shriram Equity & Debt Opp(s) Dir Div,Moderate High Risk,F00000SC7N,,
Shriram Equity & Debt Opp(s) Dir Gr,Moderate High Risk,F00000SC7M,,
Shriram Equity & Debt Opp(s) Reg Div,Moderate High Risk,F00000SC7L,,
Shriram Equity & Debt Opp(s) Reg Gr,Moderate High Risk,F00000SC7K,,
Sundaram Balanced Dir Div,Moderate High Risk,F00000PDEA,,
Sundaram Balanced Dir Gr,Moderate High Risk,F00000PDE7,,
Sundaram Balanced Div,Moderate High Risk,F0GBR06R9K,,
Sundaram Balanced Gr,Moderate High Risk,F0GBR06R9L,,
Sundaram Balanced Instl Div,Moderate High Risk,F000002YI1,,
Sundaram Banking & PSU Debt Dir Gr,Moderate Risk,F00000VKPL,,
Sundaram Banking & PSU Debt Dir Mn Div,Moderate Risk,F00000VKPN,,
Sundaram Banking & PSU Debt Reg An Bn,Moderate Risk,F00000VKPO,,
Sundaram Banking & PSU Debt Reg Dl Div,Moderate Risk,F00000WEAC,,
Sundaram Banking & PSU Debt Reg Gr,Moderate Risk,F00000VKPP,,
Sundaram Banking & PSU Debt Reg Mn Div,Moderate Risk,F00000VKPQ,,
Sundaram Banking & PSU Debt Reg Qt Bn,Moderate Risk,F00000VKPR,,
Sundaram Banking & PSU Debt Reg Qt Div,Moderate Risk,F00000VKPS,,
Sundaram Banking & PSU Debt Reg Wk Div,Moderate Risk,F00000VKPT,,
Sundaram Bond Saver Bns,Moderate Risk,F0GBR06R9N,,
Sundaram Bond Saver Dir Gr,Moderate Risk,F00000PDEE,,
Sundaram Bond Saver Dir Qt Div,Moderate Risk,F00000PDE9,,
Sundaram Bond Saver Dir Yr Div,Moderate Risk,F00000PDEG,,
Sundaram Bond Saver Gr,Moderate Risk,F0GBR06R9P,,
Sundaram Bond Saver HY Div,Moderate Risk,F0GBR06R9Q,,
Sundaram Bond Saver Instl Gr,Moderate Risk,F000002QYN,,
Sundaram Bond Saver Qt Div,Moderate Risk,F0GBR06R9O,,
Sundaram Bond Saver Yr Div,Moderate Risk,F0GBR06R9M,,
Sundaram Entertainment Opp Dir Div,High Risk,F00000PDEH,,
Sundaram Entertainment Opp Dir Gr,High Risk,F00000PDEM,,
Sundaram Entertainment Opp Reg Div,High Risk,F0000020ZA,,
Sundaram Entertainment Opp Reg Gr,High Risk,F000002103,,
Sundaram Entertainment Opps Inst Gr,High Risk,F00000NS33,,
Sundaram Equity Multiplier Dir Div,Moderate High Risk,F00000PDEJ,,
Sundaram Equity Multiplier Dir Gr,Moderate High Risk,F00000PDEP,,
Sundaram Equity Multiplier Div,Moderate High Risk,F000000C7H,,
Sundaram Equity Multiplier Gr,Moderate High Risk,F000000CDK,,
Sundaram Equity Plus Dir Div,Moderate High Risk,F00000PDEL,,
Sundaram Equity Plus Dir Gr,Moderate High Risk,F00000PDER,,
Sundaram Equity Plus Div,Moderate High Risk,F00000MI9V,,
Sundaram Equity Plus Gr,Moderate High Risk,F00000MI9U,,
Sundaram Fin Services Opp Dir Div,High Risk,F00000PDET,,
Sundaram Fin Services Opp Dir Gr,High Risk,F00000PDEO,,
Sundaram Fin Services Opp Instl Div,High Risk,F0000020YX,,
Sundaram Fin Services Opp Instl Gr,High Risk,F00000NS2W,,
Sundaram Fin Services Opp Reg Div,High Risk,F000002105,,
Sundaram Fin Services Opp Reg Gr,High Risk,F0000020Z9,,
Sundaram Flexible Flex Inc Dir Gr,Moderate Low Risk,F00000PDEV,,
Sundaram Flexible Flex Inc Dir HY Div,Moderate Low Risk,F00000PDES,,
Sundaram Flexible Flex Inc Dir Mn Div,Moderate Low Risk,F00000PDEX,,
Sundaram Flexible Flex Inc Gr,Moderate Low Risk,F0GBR06RA7,,
Sundaram Flexible Flex Inc HY Div,Moderate Low Risk,F0GBR06RA8,,
Sundaram Flexible Flex Inc IP Mn Div,Moderate Low Risk,F0GBR06RAB,,
